tool	family	class_label	rescued_class	dominant_path	dominant_frac	n_copies	n_full_len	frac_full_len	cons_len	cons_completeness	cov_ge3	div_median	frac_agree_class	frac_conflictfree	frac_tandemtool	frac_support_ge2	n_gates_passed	rank_score
rm2	rnd-1_family-364	DNA/hAT-Charlie		repeat:TE:ClassII	0.9056530522270696	5217	1119.0	0.21449108683151236	341.0	len_inconsistent	1.0	18.600000381469727	0.8594607962264514	0.1714176821924437	0.007262753444294445	0.9912780583268475	6	4.079708564947245
rm2	ltr-1_family-116	LTR/Gypsy		repeat:TE:ClassI:LTR:Gypsy	1.0	28	12.0	0.42857142857142855	4380.0	ok	1.0	1.399999976158142	0.9999687997254376	0.9999063991763127	0.1364076003868834	0.9996411968425322	6	4.079056444949375
rm2	ltr-1_family-519	LTR/Unknown	repeat:TE:ClassI:LTR	repeat:TE:ClassI:LTR	1.0	19	12.0	0.631578947368421	191.0	ok	1.0	10.300000190734863	0.998989218328841	0.998989218328841	0.0010107816711590297	0.014150943396226415	6	4.077159682705307
rm2	ltr-1_family-365	LTR/Unknown	repeat:TE:ClassI:LTR:Gypsy	repeat:TE:ClassI:LTR:Gypsy	1.0	21	12.0	0.5714285714285714	200.0	ok	1.0	6.199999809265137	1.0	0.9975961538461539	0.0	1.0	6	4.076777399893778
rm2	rnd-5_family-991	DNA/hAT-Charlie		repeat:TE:ClassII:TIR:hAT	0.5887075887075887	312	25.0	0.08012820512820513	186.0	ok	1.0	17.25	0.9685687692417843	0.7072026920598554	0.011455573852652681	0.43101596620605714	6	4.073711469973677
rm2	ltr-1_family-355	LTR/Unknown	repeat:TE:ClassI:LTR:Gypsy	repeat:TE:ClassI:LTR:Gypsy	0.997942915916688	16	12.0	0.75	288.0	ok	1.0	0.699999988079071	0.9971838197644649	0.9971838197644649	0.11469534050179211	0.9984639016897081	6	4.073548885576555
rm2	rnd-5_family-7754	LINE/L2		repeat:TE:ClassI:LINE:Jockey	0.9996467679265277	21	12.0	0.5714285714285714	174.0	ok	1.0	9.199999809265137	0.9987163029525032	0.9942233632862645	0.0	0.9143132220795892	6	4.072120912286392
rm2	ltr-1_family-476	LTR/Unknown	repeat:TE:ClassI:LTR	repeat:TE:ClassI:LTR	1.0	24	12.0	0.5	395.0	ok	1.0	7.099999904632568	0.998780487804878	0.9914634146341463	0.0	0.9782012195121951	6	4.0694251484866495
rm2	rnd-4_family-2352	DNA/hAT-Tip100		repeat:TE:ClassII:TIR:hAT	0.8737497641064351	578	37.0	0.06401384083044982	196.0	ok	1.0	11.800000190734863	0.9797025850282902	0.520560334854763	0.0031550385966388323	0.5908966619691648	6	4.0684646439500485
rm2	rnd-5_family-7846	DNA/IS3EU		repeat:TE:ClassII:TIR	0.9626456477039068	151	28.0	0.18543046357615894	264.0	ok	1.0	10.600000381469727	0.9867333205152855	0.6281965006729475	0.0496539127090944	0.5120649875024034	6	4.0620878525304525
rm2	ltr-1_family-5	LTR/Unknown	repeat:TE:ClassI:LTR:Gypsy	repeat:TE:ClassI:LTR:Gypsy	0.9886884744726383	21	12.0	0.5714285714285714	190.0	ok	1.0	4.699999809265137	0.9879190576864996	0.9879190576864996	0.007852612503775294	1.0	6	4.055019361420624
rm2	ltr-1_family-299	LTR/Unknown	repeat:TE:ClassI:LTR:Gypsy	repeat:TE:ClassI:LTR:Gypsy	0.9635383639822448	20	12.0	0.6	202.0	ok	1.0	5.0	0.987410071942446	0.987410071942446	0.0	0.9580335731414868	6	4.054001389932517
rm2	ltr-1_family-137	LTR/Unknown		repeat:TE:ClassI:LTR	0.5917734977823683	48	12.0	0.25	669.0	ok	1.0	8.649999618530273	0.9845910475744083	0.9878720412467776	0.003515350363252871	0.9764471525662057	6	4.0516443348688105
rm2	rnd-1_family-289	Unknown	repeat:TE:ClassII:TIR:CACTA	repeat:TE:ClassII:TIR:CACTA	0.8075252102515046	521	194.0	0.3723608445297505	591.0	len_inconsistent	1.0	7.599999904632568	0.7654675510469502	0.9963896475484458	0.022473663675380413	0.9172428144101964	6	4.049658928525622
pantera	Gypsy_23-fGobNig	LTR/Gypsy		repeat:TE:ClassI:LTR:Gypsy	0.9967787061532898	237	12.0	0.05063291139240506	5228.0	ok	1.0	21.600000381469727	0.9993492047374203	0.9700818801982849	0.0497604519565398	0.9999446131691422	6	4.04861233098333
pantera	Unknown_209-fGobNig	DNA	repeat:TE:ClassII:TIR:hAT	repeat:TE:ClassII:TIR:hAT	0.8818725214955636	1750	262.0	0.14971428571428572	960.0	len_inconsistent	1.0	9.600000381469727	0.9969922019548654	0.6322475530295534	0.020536795034625598	0.9997546591049259	6	4.047541046304164
rm2	rnd-2_family-10	DNA/hAT-Ac		repeat:TE:ClassII:TIR:hAT	0.9743783059285321	4884	387.0	0.07923832923832924	373.0	len_inconsistent	1.0	11.100000381469727	0.9854153185713609	0.46890358422373385	0.12585975600132573	0.9267435804359149	6	4.042029867814006
rm2	ltr-1_family-385	LTR/Gypsy		repeat:TE:ClassI:LTR:Gypsy	1.0	33	11.0	0.3333333333333333	401.0	ok	1.0	6.599999904632568	1.0	1.0	0.004503195816385822	1.0	6	4.041392685158225
rm2	ltr-1_family-228	LTR/Unknown	repeat:TE:ClassI:LTR	repeat:TE:ClassI:LTR	1.0	21	11.0	0.5238095238095238	1208.0	ok	1.0	4.599999904632568	1.0	0.999827009572137	0.008591857917195248	0.9988467304809134	6	4.041219694730362
pantera	Unknown_292-fGobNig	Unknown	repeat:TE:ClassI:LINE:Jockey	repeat:TE:ClassI:LINE:Jockey	0.9459752119126279	777	536.0	0.6898326898326899	716.0	len_inconsistent	1.0	1.7999999523162842	0.9811558189900832	0.33067365781374675	0.0167308788327824	0.9998609369656902	6	4.0409942664966
rm2	ltr-1_family-523	LTR/Unknown	repeat:TE:ClassI:LTR:Gypsy	repeat:TE:ClassI:LTR:Gypsy	0.999535747446611	14	11.0	0.7857142857142857	164.0	ok	1.0	1.7999999523162842	0.9981464318813716	0.9981464318813716	0.0	1.0	6	4.037685548920969
rm2	rnd-1_family-354	Unknown		repeat:TE:ClassII:TIR:CACTA	0.30005184161153353	1239	313.0	0.25262308313155774	132.0	len_inconsistent	1.0	13.699999809265137	0.6393195559967512	0.9011551304033932	0.009186896489486509	0.8299702192942875	6	4.036019023946593
rm2	ltr-1_family-84	LTR/Unknown	repeat:TE:ClassI:LTR	repeat:TE:ClassI:LTR	1.0	15	11.0	0.7333333333333333	1027.0	ok	1.0	1.5	0.9957359444093493	0.9957359444093493	0.0	1.0	6	4.032864573976924
rm2	rnd-4_family-1805	LINE/RTE-X		repeat:TE:ClassI:LINE:RTE	0.9998227892964735	260	12.0	0.046153846153846156	818.0	ok	1.0	13.25	0.9767923985027354	0.9760581629714944	0.007112006910452059	0.9175928591995393	6	4.032031807521855
rm2	ltr-1_family-176	LTR/Unknown	repeat:TE:ClassI:LTR	repeat:TE:ClassI:LTR	0.9995747767577978	227	111.0	0.4889867841409692	491.0	len_inconsistent	1.0	11.5	0.9916922163979824	0.9909999010978142	0.0174562357828108	0.9975027198101079	6	4.028015096282455
rm2	ltr-1_family-428	LTR/Unknown	repeat:TE:ClassI:LTR	repeat:TE:ClassI:LTR	0.9995615957913196	18	11.0	0.6111111111111112	421.0	ok	1.0	4.949999809265137	0.994041285379868	0.9925516067248351	0.0	0.9782932538838051	6	4.027985577262928
rm2	rnd-5_family-800	Unknown	repeat:TE:ClassI:LTR:Gypsy	repeat:TE:ClassI:LTR:Gypsy	0.9896268620028514	70	12.0	0.17142857142857143	762.0	ok	1.0	10.25	0.9535014267670862	0.9952285166300229	0.004303690882724424	0.956308181690602	6	4.027911189444733
pantera	Unknown_470-fGobNig	Unknown		repeat:TE:ClassI:LTR:Gypsy	0.2946109317701713	6702	757.0	0.1129513578036407	406.0	len_inconsistent	1.0	11.800000190734863	0.6369336647971077	0.509126327193133	0.008641865941728078	0.9954100756866893	6	4.0251558714903135
rm2	rnd-4_family-4273	Unknown	repeat:TE:ClassII:Helitron	repeat:TE:ClassII:Helitron	0.8889349983023352	1022	292.0	0.2857142857142857	217.0	len_inconsistent	1.0	7.699999809265137	0.9246364814005719	0.633055089260392	0.0083703175661692	0.9764833935045723	6	4.023074422109382
rm2	rnd-1_family-153	Unknown	repeat:TE:ClassII:TIR:CACTA	repeat:TE:ClassII:TIR:CACTA	0.6700578189231643	603	155.0	0.2570480928689884	492.0	len_inconsistent	1.0	7.400000095367432	0.8392919655530167	0.9931131493020858	0.002469591562653156	0.9591117108286498	6	4.022736813025394
rm2	rnd-4_family-63	DNA	repeat:TE:ClassII	repeat:TE:ClassII	0.9779790723098547	265	11.0	0.04150943396226415	313.0	ok	1.0	17.799999237060547	0.9897358535214601	0.9898245925400065	0.004111574525985743	0.19957405271097703	6	4.020953131219692
pantera	Unknown_335-fGobNig	Unknown	repeat:TE:ClassII:TIR:hAT	repeat:TE:ClassII:TIR:hAT	0.9278716058598488	35	12.0	0.34285714285714286	614.0	ok	1.0	1.399999976158142	0.942788148973716	0.9960991919754806	0.014117209993498653	0.9992569889477106	6	4.018068586996821
rm2	rnd-4_family-1820	Unknown	repeat:TE:ClassI:LTR	repeat:TE:ClassI:LTR	0.8897689201958595	486	21.0	0.043209876543209874	450.0	ok	1.0	15.199999809265137	0.7017364255620743	0.9934900447559423	0.05605648961163392	0.7704453281883687	6	4.017445765051936
rm2	rnd-3_family-882	Unknown		repeat:TE:ClassI:LTR	0.49888105561093565	912	139.0	0.1524122807017544	853.0	len_inconsistent	1.0	5.800000190734863	0.8957415113150389	0.9785131665556783	0.0194620977955017	0.9830014588874731	6	4.017269478124812
rm2	rnd-1_family-110	DNA/hAT-Charlie		repeat:TE:ClassII	0.6473531719310818	4524	919.0	0.20313881520778074	338.0	len_inconsistent	1.0	10.5	0.6159767614608069	0.4340124085932631	0.010897716143795106	0.9961902509225387	6	4.013304681440181
rm2	rnd-4_family-672	DNA/hAT-Ac		repeat:TE:ClassII:TIR:hAT	0.9331650706455843	378	20.0	0.05291005291005291	1323.0	ok	1.0	4.300000190734863	0.8563608169914165	0.8522179061462314	0.054147609798884784	0.4642801202932147	6	4.009608718801629
rm2	rnd-3_family-515	DNA	repeat:TE:ClassII	repeat:TE:ClassII	0.9938311590814519	2577	148.0	0.05743112145906092	423.0	len_inconsistent+weak_5p	1.0	13.199999809265137	0.91773105952911	0.9192009140993386	0.0031328287190271063	0.706042497036151	6	4.007193689023406
rm2	rnd-5_family-3199	Unknown	repeat:TE:ClassI:LTR:Gypsy	repeat:TE:ClassI:LTR:Gypsy	0.9331671352039463	53	12.0	0.22641509433962265	866.0	ok	1.0	5.900000095367432	0.9314072128497828	0.9952015355086372	0.016112738660470756	0.9570663703404384	6	4.005789994406045
rm2	ltr-1_family-371	LTR/Unknown	repeat:TE:ClassI:LTR	repeat:TE:ClassI:LTR	1.0	24	13.0	0.5416666666666666	401.0	ok	1.0	8.899999618530273	0.9473684210526315	0.9422846889952153	0.0	0.9837021531100478	6	4.003596462354684
pantera	Unknown_22-fGobNig	Unknown	repeat:TE:ClassII:TIR:PElement	repeat:TE:ClassII:TIR:PElement	0.7987587214019146	591	16.0	0.02707275803722504	3401.0	ok	1.0	19.899999618530273	0.8038008427207842	0.9940264281824175	0.018339209447645256	0.9952475134004071	6	4.001947253559127
rm2	rnd-4_family-2407	Unknown		repeat:TE:ClassII	0.4597338527209536	760	122.0	0.16052631578947368	510.0	len_inconsistent	1.0	8.800000190734863	0.9352855516138922	0.9800562781938422	0.006859589191083082	0.958738448736478	6	4.001701660482483
rm2	ltr-1_family-158	LTR/Unknown	repeat:TE:ClassI:LTR	repeat:TE:ClassI:LTR	1.0	14	10.0	0.7142857142857143	899.0	ok	1.0	0.8500000238418579	1.0	1.0	0.0	0.9877351626650036	6	4.0
rm2	ltr-1_family-396	LTR/Unknown	repeat:TE:ClassI:LTR:Gypsy	repeat:TE:ClassI:LTR:Gypsy	0.9720833333333333	13	10.0	0.7692307692307693	206.0	ok	1.0	4.900000095367432	1.0	1.0	0.0	1.0	6	4.0
rm2	ltr-1_family-23	LTR/Unknown	repeat:TE:ClassI:LTR:BelPao	repeat:TE:ClassI:LTR:BelPao	0.975570897503983	17	10.0	0.5882352941176471	329.0	ok	1.0	0.6000000238418579	1.0	1.0	0.0	1.0	6	4.0
fastltr	CONS_12-7041_clus10_tsdl4_tsdc0.5_tsdmGGAG	LTR/Gypsy		repeat:TE:ClassI:LTR:Gypsy	0.9999496999964071	186	10.0	0.053763440860215055	7041.0	ok	1.0	7.699999809265137	0.9991534057482315	0.9987444576774619	0.03256518058285862	0.9996986698425908	6	3.9978978634256936
pantera	Gypsy_7-fGobNig	LTR/Gypsy		repeat:TE:ClassI:LTR:Gypsy	0.9972691826532252	177	10.0	0.05649717514124294	7982.0	ok	1.0	15.600000381469727	0.9987560134117304	0.9983721269255066	0.002818407114048302	0.9998930949025706	6	3.997128140337237
rm2	rnd-4_family-717	Unknown		repeat:TE:ClassII:TIR:CACTA	0.509718847279769	1674	114.0	0.06810035842293907	822.0	len_inconsistent+weak_5p	1.0	7.599999904632568	0.9427341708200958	0.9969551235341553	0.015879215366230433	0.9874182673156703	6	3.9965941456907235
rm2	ltr-1_family-133	LTR/Unknown	repeat:TE:ClassI:LTR	repeat:TE:ClassI:LTR	1.0	37	10.0	0.2702702702702703	649.0	ok	1.0	6.0	0.9984559613319012	0.9980531686358755	0.040950590762620837	0.9976503759398496	6	3.9965091299677766
rm2	rnd-5_family-2770	Unknown		repeat:TE:ClassI:PLE	0.4789303871724677	159	20.0	0.12578616352201258	431.0	ok	1.0	10.600000381469727	0.6992229038854806	0.9956646216768916	0.03701431492842536	0.8409815950920245	6	3.995917521226353
rm2	rnd-1_family-365	Unknown	repeat:TE:ClassI:LINE:Jockey	repeat:TE:ClassI:LINE:Jockey	0.8669303930645569	118	26.0	0.22033898305084745	207.0	ok	1.0	4.599999904632568	0.7258246498971261	0.8549810844892812	0.0060396893874029335	0.9335634167385677	6	3.9957790823572252
rm2	ltr-1_family-3	LTR/Unknown	repeat:TE:ClassI:LTR:Copia	repeat:TE:ClassI:LTR:Copia	0.9279385705847608	21	10.0	0.47619047619047616	238.0	ok	1.0	4.599999904632568	0.9985503044360684	0.9962307915337779	0.0	0.9855030443606843	6	3.9947810959698464
rm2	rnd-2_family-210	LINE/Rex-Babar		repeat:TE:ClassI:LINE:RTE	0.9962687777813828	1356	122.0	0.08997050147492626	246.0	len_inconsistent	1.0	11.699999809265137	0.9504852336942753	0.9504246483294962	0.01143411066192265	0.8983487734217512	6	3.9872697126985197
rm2	ltr-1_family-480	LTR/Unknown	repeat:TE:ClassI:LTR	repeat:TE:ClassI:LTR	1.0	12	10.0	0.8333333333333334	152.0	ok	1.0	6.400000095367432	0.9921875	0.9921875	0.001201923076923077	0.8725961538461539	6	3.984375
rm2	rnd-5_family-5883	DNA/PIF-Harbinger		repeat:TE:ClassII:TIR:PIFHarbinger	0.6359345690715827	347	121.0	0.34870317002881845	251.0	len_inconsistent	1.0	11.699999809265137	0.9599009163376294	0.9401028086120837	0.002160470833643746	0.9832936005363928	6	3.9827890952661633
rm2	ltr-1_family-71	LTR/Unknown	repeat:TE:ClassI:LTR	repeat:TE:ClassI:LTR	0.9986045213508233	78	10.0	0.1282051282051282	860.0	ok	1.0	8.75	0.9884327080400289	0.9867584947300331	0.0013317605874966706	0.9675811422700811	6	3.9751912027700618
rm2	rnd-5_family-7258	LINE/L2		repeat:TE:ClassI:LINE:Jockey	0.9957163255592575	99	10.0	0.10101010101010101	338.0	ok	1.0	7.400000095367432	0.9884177869700104	0.985591175456739	0.021509824198552224	0.1592554291623578	6	3.9740089624267494
rm2	rnd-1_family-254	DNA/TcMar-Tc1		repeat:TE:ClassII:TIR:Tc1Mariner	0.8876825793604559	3879	724.0	0.18664604279453467	1633.0	len_inconsistent	1.0	4.300000190734863	0.9986706317866533	0.11447279485635527	0.0021271494994022653	0.9990739322759858	6	3.9728819928401555
rm2	ltr-1_family-372	LTR/Unknown	repeat:TE:ClassI:LTR	repeat:TE:ClassI:LTR	0.999611197511664	27	11.0	0.4074074074074074	316.0	ok	1.0	5.900000095367432	0.9657376176105095	0.9657376176105095	0.013491922598970352	0.9474525119829575	6	3.972867920379244
rm2	rnd-5_family-4240	LINE/L2		repeat:TE:ClassI:LINE:Jockey	0.999944582986977	199	95.0	0.47738693467336685	162.0	len_inconsistent	1.0	19.0	0.9974333589997434	0.9938033952993803	0.017801488651780148	0.9986616800498662	6	3.968960359587972
rm2	rnd-1_family-147	Unknown		repeat:TE:ClassII:TIR:CACTA	0.4720874519356592	586	153.0	0.26109215017064846	132.0	len_inconsistent	1.0	13.100000381469727	0.8065085551496932	0.9758463393746614	0.003408078018770645	0.8923047346068476	6	3.9670463253419537
rm2	rnd-1_family-250	LINE/Rex-Babar		repeat:TE:ClassI:LINE:RTE	0.9974110724792725	480	104.0	0.21666666666666667	354.0	len_inconsistent	1.0	9.25	0.9729956962931515	0.9745523562170667	0.006975834311448526	0.803569496124999	6	3.9645813918089985
rm2	rnd-4_family-456	Unknown	repeat:TE:ClassII	repeat:TE:ClassII	0.9947114935234244	863	106.0	0.12282734646581692	726.0	len_inconsistent	1.0	17.0	0.9686001326888447	0.9704482987394559	0.007866552933371244	0.9928300635010899	6	3.964354296693071
rm2	rnd-1_family-583	Unknown		repeat:TE:ClassII:Helitron	0.2887912087912088	304	209.0	0.6875	103.0	len_inconsistent	1.0	12.949999809265137	0.666006016634224	0.9742346487347372	0.004317819854892939	0.8309325783047248	6	3.9603869514800154
rm2	rnd-1_family-180	Unknown	repeat:TE:ClassI:LTR	repeat:TE:ClassI:LTR	0.9144511531798063	657	112.0	0.1704718417047184	621.0	len_inconsistent	1.0	10.899999618530273	0.9149956572636985	0.9952526609374915	0.0068566681232366065	0.9420069375886755	6	3.9594663408713715
pantera	Unknown_466-fGobNig	Unknown	repeat:TE:ClassI:LTR:Gypsy	repeat:TE:ClassI:LTR:Gypsy	0.9193075527013821	31	10.0	0.3225806451612903	414.0	ok	1.0	11.399999618530273	0.9615072933549432	0.9952728254997298	0.0	0.9721772015126958	6	3.956780118854673
rm2	rnd-1_family-422	Unknown	repeat:TE:ClassII:TIR:CACTA	repeat:TE:ClassII:TIR:CACTA	0.9083120253406098	1221	155.0	0.12694512694512694	343.0	len_inconsistent	1.0	17.700000762939453	0.8141100366131971	0.9499729095177895	0.012023795841747802	0.9104536424384718	6	3.954414644301278
rm2	rnd-5_family-2768	LINE/L2		repeat:TE:ClassI:LINE:Jockey	0.9992314141978759	145	10.0	0.06896551724137931	639.0	ok	1.0	9.399999618530273	0.9758486846158585	0.9771733103320805	0.002526030435586224	0.9045961431827984	6	3.953021994947939
rm2	rnd-2_family-146	DNA/hAT-hAT5		repeat:TE:ClassII:TIR:hAT	0.925070056278721	10834	242.0	0.022337086948495476	409.0	len_inconsistent	1.0	15.899999618530273	0.9760959901303681	0.5926229807217168	0.007220484792608389	0.7195790814211475	6	3.9525343368325156
rm2	rnd-4_family-1409	Unknown	repeat:TE:ClassI:LTR	repeat:TE:ClassI:LTR	0.7954399027963349	471	115.0	0.24416135881104034	1095.0	len_inconsistent	1.0	4.699999809265137	0.9096600468376155	0.9792274329774012	0.0745555076470439	0.9983894285641819	6	3.9495853201686284
pantera	Unknown_158-fGobNig	DNA	repeat:TE:ClassII	repeat:TE:ClassII	0.9986773583834962	2289	128.0	0.055919615552643076	1079.0	len_inconsistent	1.0	11.399999618530273	0.9477747318028759	0.8935924408304886	0.0632564627151421	0.9915575621639687	6	3.948577142281233
pantera	Unknown_490-fGobNig	Unknown	repeat:TE:ClassII:TIR:hAT	repeat:TE:ClassII:TIR:hAT	0.8665395078107679	3162	264.0	0.08349146110056926	375.0	len_inconsistent	1.0	17.450000762939453	0.9416046250467912	0.585350057337746	0.019094756814675293	0.9774491337940159	6	3.9485586092543685
rm2	rnd-5_family-12902	DNA/PIF-ISL2EU		repeat:TE:ClassII:TIR:PIFHarbinger	0.9992562685932852	68	9.0	0.1323529411764706	1004.0	ok	1.0	5.5	0.997675225537821	0.9963219986120749	0.006210964607911173	0.9834142956280361	6	3.9482397335892205
rm2	ltr-1_family-174	LTR/Pao		repeat:TE:ClassI:LTR:BelPao	0.9972916039723142	46	16.0	0.34782608695652173	426.0	ok	1.0	8.399999618530273	0.8710775966918025	0.8721316792345739	8.108327252087895e-05	0.9361874645260683	6	3.947329258582301
pantera	Unknown_65-fGobNig	DNA	repeat:TE:ClassII	repeat:TE:ClassII	1.0	53	9.0	0.16981132075471697	1547.0	ok	1.0	13.5	0.9965875724148877	0.9963494960717404	0.12435520990397587	0.1851837155781287	6	3.947179577925953
rm2	ltr-1_family-537	LTR		repeat:TE:ClassI:LTR	0.8896662645757941	39	9.0	0.23076923076923078	872.0	ok	0.9988532110091743	8.800000190734863	0.9954652071931196	0.9953088350273651	0.004534792806880375	0.9769351055512119	6	3.9450165516598097
rm2	rnd-5_family-4408	DNA/hAT-Charlie		repeat:TE:ClassII	0.5539671193709793	218	43.0	0.19724770642201836	338.0	ok	1.0	7.75	0.8396426804783659	0.4712660400966043	0.0011057118747635813	0.7729798935024879	6	3.9443771761545565
rm2	ltr-1_family-123	LTR/Unknown	repeat:TE:ClassI:LTR	repeat:TE:ClassI:LTR	0.9631901840490797	57	9.0	0.15789473684210525	942.0	ok	1.0	11.100000381469727	0.9962408156290938	0.993563820698297	0.06265307284843652	0.9812610354844221	6	3.9440471457667154
rm2	ltr-1_family-41	LTR/Unknown	repeat:TE:ClassI:LTR	repeat:TE:ClassI:LTR	0.9781002638522427	38	9.0	0.23684210526315788	733.0	ok	1.0	7.350000381469727	0.9931023156511742	0.9948267367383807	0.0	0.938824109049105	6	3.94217156182888
pantera	Unknown_7-fGobNig	Unknown	repeat:TE:ClassII:TIR:CACTA	repeat:TE:ClassII:TIR:CACTA	0.9151500609103326	621	28.0	0.04508856682769726	4158.0	ok	1.0	4.099999904632568	0.7244199632782508	0.767377054281988	0.013008212884298199	0.99899849774662	6	3.938955048902458
rm2	rnd-5_family-6839	Unknown	repeat:TE:ClassI:LTR	repeat:TE:ClassI:LTR	0.9009256580850449	52	13.0	0.25	702.0	ok	1.0	5.400000095367432	0.8345314823996034	0.9900223103619237	0.004400099157164105	0.8669434804164601	6	3.9384971450683635
pantera	Unknown_463-fGobNig	Unknown	repeat:TE:ClassII:TIR:hAT	repeat:TE:ClassII:TIR:hAT	0.8262352674524025	2771	345.0	0.12450378924575965	419.0	len_inconsistent	1.0	12.899999618530273	0.8736318900561403	0.5262611760745368	0.020529322653148115	0.9979524144281513	6	3.937712161203951
rm2	rnd-5_family-2076	DNA/hAT-Tip100		repeat:TE:ClassII:TIR:hAT	0.8990384615384616	201	9.0	0.04477611940298507	219.0	ok	1.0	8.899999618530273	0.9915176101788677	0.9894277460200381	0.00688425840555658	0.30462843444587867	6	3.935187865638231
pantera	Unknown_244-fGobNig	Unknown		repeat	0.3367930275912137	6764	239.0	0.03533412182140745	865.0	len_inconsistent	1.0	18.799999237060547	0.6188253725453571	0.9365147878062756	0.008228769899866472	0.9860127739452577	6	3.93373806129977
rm2	rnd-1_family-143	DNA/TcMar-Tc1		repeat:TE:ClassII:TIR:Tc1Mariner	0.947905307474636	546	234.0	0.42857142857142855	292.0	len_inconsistent	1.0	9.850000381469727	0.9944582861457154	0.569611174027935	0.013439033597583994	0.9773499433748585	6	3.9332853175837936
rm2	rnd-5_family-7289	LINE/L1		repeat:TE:ClassI:LINE:L1	0.9761668321747765	47	9.0	0.19148936170212766	626.0	ok	1.0	7.5	0.9889811980760822	0.9888062964582423	0.007783121993878444	0.09925666812418014	6	3.932030003973649
rm2	rnd-4_family-918	DNA/PIF-Harbinger		repeat:TE:ClassII	0.8766792198302512	472	9.0	0.019067796610169493	481.0	ok	1.0	14.649999618530273	0.9895972335815648	0.9868709913477681	0.0034149771139138792	0.5236824358256926	6	3.930710734368658
rm2	rnd-5_family-2620	LINE/RTE-BovB		repeat:TE:ClassI:LINE:RTE	0.9349476439790576	119	18.0	0.15126050420168066	1751.0	ok	1.0	8.600000381469727	0.9235110210983739	0.7516959317301453	0.001101126688558114	0.9994297736791395	6	3.930479457931825
rm2	rnd-5_family-1224	DNA/hAT-Tip100		repeat:TE:ClassII:TIR:hAT	0.9642733263961152	323	9.0	0.02786377708978328	870.0	ok	1.0	8.399999618530273	0.9865152036001125	0.9871870995968623	0.0016563017594299822	0.10290946592081003	6	3.9279448126362997
rm2	rnd-3_family-180	Unknown		repeat:TE:ClassII:TIR:hAT	0.5531554747107271	855	105.0	0.12280701754385964	413.0	weak_3p	1.0	8.399999618530273	0.9340564717700945	0.9707415956085484	0.012162598514656111	0.976003683461497	6	3.9259873664485814
rm2	rnd-5_family-9064	DNA/CMC-EnSpm		repeat:TE:ClassII:TIR:CACTA	0.9903846153846154	72	9.0	0.125	1020.0	ok	1.0	16.599998474121094	0.9722281908036098	0.9991942415126772	0.020090244950580146	0.13488397077782552	6	3.925664941755612
rm2	rnd-1_family-47	Unknown		repeat:TE:ClassII:TIR:hAT	0.47667823584186914	997	190.0	0.1905717151454363	208.0	weak_3p	1.0	9.399999618530273	0.7676716662537402	0.8790284156962894	0.011358655257189685	0.9089401764784357	6	3.9254536829028583
rm2	ltr-1_family-271	LTR/Unknown	repeat:TE:ClassI:LTR	repeat:TE:ClassI:LTR	0.9948389114795121	38	9.0	0.23684210526315788	310.0	ok	1.0	10.699999809265137	0.9846808510638297	0.9846808510638297	0.00524822695035461	0.9222695035460993	6	3.9236042115669845
rm2	rnd-1_family-412	Unknown	repeat:TE:ClassII:TIR:hAT	repeat:TE:ClassII:TIR:hAT	0.7169303754635771	800	95.0	0.11875	1136.0	len_inconsistent+weak_5p	1.0	7.400000095367432	0.9473747362737354	0.9974335643125452	0.012472210834358241	0.9875711185993261	6	3.9225319058751285
rm2	rnd-5_family-629	Unknown	repeat:TE:ClassI:LTR	repeat:TE:ClassI:LTR	0.9480016652789343	94	11.0	0.11702127659574468	853.0	ok	1.0	10.649999618530273	0.8828502861362377	0.9957171866346687	0.007827210633191804	0.8911205464279122	6	3.9199601579291317
rm2	ltr-1_family-135	LTR/Unknown	repeat:TE:ClassI:LTR	repeat:TE:ClassI:LTR	1.0	19	9.0	0.47368421052631576	488.0	ok	1.0	9.300000190734863	0.9871639987919058	0.9778012684989429	0.0	0.9693446088794926	6	3.9192077767301736
rm2	ltr-1_family-19	LTR/Unknown	repeat:TE:ClassI:LTR:Gypsy	repeat:TE:ClassI:LTR:Gypsy	0.994899960768929	32	10.0	0.3125	741.0	ok	1.0	11.899999618530273	0.9579825616355984	0.9579825616355984	0.0	1.0	6	3.9159651232711967
rm2	rnd-1_family-71	Unknown		repeat:TE:ClassII:TIR:CACTA	0.42010413143154013	2283	205.0	0.08979413053000437	947.0	len_inconsistent	1.0	11.300000190734863	0.6374633860574107	0.9650741528689915	0.030029599482009065	0.9874633860574107	6	3.9142913999821562
rm2	rnd-1_family-541	DNA/TcMar-Tc1		repeat:TE:ClassII:TIR:Tc1Mariner	0.958795776736016	5527	484.0	0.08757011036728786	520.0	len_inconsistent+weak_5p	1.0	9.5	0.9852912235937595	0.24361941083461702	0.004533933673088538	0.9823808538215675	6	3.913755996072789
rm2	rnd-1_family-426	LINE/L2		repeat:TE:ClassI:LINE:Jockey	0.9936658912369565	982	98.0	0.09979633401221996	541.0	len_inconsistent	1.0	19.849998474121094	0.9614974928110409	0.9605796637714353	0.01007506831089985	0.8556608579596408	6	3.913303232274971
